chrn,change_position
chr1,4700000
chr1,4700000
chr1,18420000
chr1,18900000
chr1,19200000
chr1,18420000
chr1,44840000
chr1,44840000
chr1,56160000
chr1,56160000
chr1,56340000
chr1,56860000
chr1,73080000
chr1,74480000
chr1,75220000
chr1,73080000
chr1,74140000
chr1,74140000
chr1,74480000
chr1,75220000
chr1,117360000
chr1,117360000
chr1,117840000
chr1,117840000
chr1,118300000
chr1,118300000
chr1,175320000
chr1,175320000
chr1,177140000
chr1,177760000
chr1,180600000
chr1,180600000
chr1,240340000
chr1,240340000
chr2,1760000
chr2,3180000
chr2,3380000
chr2,3380000
chr2,6120000
chr2,6120000
chr2,7820000
chr2,7820000
chr2,8000000
chr2,8000000
chr2,8140000
chr2,8140000
chr2,15300000
chr2,15300000
chr2,16080000
chr2,16080000
chr2,16680000
chr2,16680000
chr2,34320000
chr2,34320000
chr2,34800000
chr2,34800000
chr2,56980000
chr2,56980000
chr2,72600000
chr2,72600000
chr2,98800000
chr2,98800000
chr2,138860000
chr2,138860000
chr2,141140000
chr2,141140000
chr2,147820000
chr2,148080000
chr2,150660000
chr2,151000000
chr2,159020000
chr2,159020000
chr2,159300000
chr2,159600000
chr2,199900000
chr2,199900000
chr2,220940000
chr2,220940000
chr2,224120000
chr2,224120000
chr2,226740000
chr2,226740000
chr2,227280000
chr2,227280000
chr2,236380000
chr2,236380000
chr2,237680000
chr2,237680000
chr2,237780000
chr2,237780000
chr3,25000000
chr3,25460000
chr3,39720000
chr3,39720000
chr3,41760000
chr3,41760000
chr3,64680000
chr3,65240000
chr3,65420000
chr3,65420000
chr3,66560000
chr3,66560000
chr3,71980000
chr3,72380000
chr3,72720000
chr3,72720000
chr3,74300000
chr3,74300000
chr3,74420000
chr3,74700000
chr3,76060000
chr3,76060000
chr3,76180000
chr3,76180000
chr3,93820000
chr3,93820000
chr3,97480000
chr3,97480000
chr3,105580000
chr3,105940000
chr3,111060000
chr3,111060000
chr3,115660000
chr3,115660000
chr3,115880000
chr3,115880000
chr3,121560000
chr3,121820000
chr3,138820000
chr3,138820000
chr3,154660000
chr3,154660000
chr3,158020000
chr3,158020000
chr3,181660000
chr3,181660000
chr3,181980000
chr3,181980000
chr3,182220000
chr3,182220000
chr3,187040000
chr3,187040000
chr3,194700000
chr3,194700000
chr4,73760000
chr4,73760000
chr4,81540000
chr4,81540000
chr4,82760000
chr4,82760000
chr4,89740000
chr4,89740000
chr4,90560000
chr4,90560000
chr4,96420000
chr4,96600000
chr4,96960000
chr4,96960000
chr4,112760000
chr4,112760000
chr4,133160000
chr4,133560000
chr4,139100000
chr4,139500000
chr4,139940000
chr4,139940000
chr4,140940000
chr4,140940000
chr4,143480000
chr4,143480000
chr4,154960000
chr4,155240000
chr4,182720000
chr4,182720000
chr4,182860000
chr4,182860000
chr4,183060000
chr4,183060000
chr4,183400000
chr4,183400000
chr5,2040000
chr5,2040000
chr5,42660000
chr5,42660000
chr5,42760000
chr5,42760000
chr5,56940000
chr5,56940000
chr5,73340000
chr5,73520000
chr5,94080000
chr5,94080000
chr5,107480000
chr5,107480000
chr5,107720000
chr5,107720000
chr5,112680000
chr5,112680000
chr5,115680000
chr5,115680000
chr5,122180000
chr5,122180000
chr5,122360000
chr5,122360000
chr5,124260000
chr5,124260000
chr5,124740000
chr5,125160000
chr5,125680000
chr5,124740000
chr5,132060000
chr5,132060000
chr5,142560000
chr5,142560000
chr5,143060000
chr5,143060000
chr5,160220000
chr5,160220000
chr5,160420000
chr5,160420000
chr5,170360000
chr5,170360000
chr6,6920000
chr6,6920000
chr6,7100000
chr6,7100000
chr6,8120000
chr6,8120000
chr6,8240000
chr6,8540000
chr6,8720000
chr6,8720000
chr6,8980000
chr6,8980000
chr6,31820000
chr6,31820000
chr6,44900000
chr6,44900000
chr6,45060000
chr6,45060000
chr6,97900000
chr6,97900000
chr6,98480000
chr6,98480000
chr6,101560000
chr6,101560000
chr6,108580000
chr6,108580000
chr6,121200000
chr6,121200000
