chrn,change_position
chr1,6500000
chr1,6500000
chr1,10720000
chr1,10720000
chr1,17220000
chr1,17220000
chr1,17740000
chr1,17980000
chr1,18420000
chr1,17740000
chr1,17980000
chr1,18420000
chr1,37420000
chr1,37420000
chr1,43680000
chr1,43680000
chr1,47340000
chr1,47340000
chr1,49380000
chr1,49380000
chr1,59520000
chr1,59620000
chr1,64380000
chr1,64380000
chr1,67400000
chr1,67400000
chr1,77360000
chr1,77360000
chr1,78440000
chr1,78440000
chr1,87960000
chr1,88420000
chr1,88540000
chr1,88540000
chr1,88780000
chr1,88780000
chr1,89060000
chr1,87960000
chr1,88420000
chr1,89060000
chr1,94680000
chr1,94680000
chr1,95920000
chr1,95920000
chr1,96380000
chr1,96380000
chr1,152320000
chr1,152320000
chr1,152440000
chr1,152440000
chr1,152840000
chr1,153180000
chr1,153320000
chr1,153320000
chr1,155160000
chr1,155300000
chr1,157700000
chr1,157700000
chr1,160000000
chr1,160000000
chr1,163500000
chr1,163500000
chr1,164520000
chr1,164520000
chr1,166100000
chr1,166100000
chr1,183880000
chr1,183880000
chr1,184040000
chr1,184040000
chr1,184200000
chr1,184200000
chr1,184340000
chr1,183440000
chr1,183620000
chr1,184340000
chr1,206900000
chr1,206900000
chr1,209960000
chr1,209960000
chr1,210180000
chr1,210180000
chr1,210300000
chr1,210300000
chr1,210580000
chr1,210580000
chr1,238860000
chr1,239120000
chr2,6120000
chr2,6120000
chr2,13320000
chr2,13880000
chr2,14420000
chr2,14420000
chr2,14560000
chr2,14780000
chr2,15300000
chr2,15740000
chr2,16080000
chr2,13320000
chr2,13880000
chr2,14560000
chr2,14780000
chr2,15300000
chr2,21380000
chr2,23400000
chr2,25440000
chr2,25440000
chr2,40680000
chr2,40680000
chr2,41660000
chr2,40680000
chr2,41020000
chr2,41660000
chr2,55240000
chr2,55740000
chr2,55920000
chr2,55920000
chr2,59520000
chr2,60360000
chr2,60780000
chr2,59520000
chr2,60360000
chr2,60780000
chr2,72600000
chr2,72600000
chr2,84860000
chr2,85100000
chr2,97480000
chr2,97640000
chr2,102620000
chr2,102620000
chr2,106360000
chr2,106360000
chr2,106520000
chr2,106520000
chr2,119120000
chr2,119120000
chr2,119300000
chr2,119300000
chr2,120440000
chr2,120600000
chr2,120760000
chr2,120760000
chr2,123520000
chr2,127120000
chr2,127540000
chr2,126380000
chr2,129500000
chr2,129500000
chr2,130020000
chr2,130160000
chr2,130680000
chr2,128960000
chr2,129080000
chr2,130020000
chr2,130160000
chr2,130680000
chr2,141140000
chr2,141140000
chr2,150660000
chr2,151000000
chr2,151340000
chr2,150660000
chr2,151920000
chr2,151920000
chr2,158480000
chr2,158480000
chr2,158620000
chr2,158620000
chr2,158880000
chr2,158880000
chr2,159020000
chr2,159020000
chr2,164340000
chr2,164920000
chr2,165400000
chr2,165400000
chr2,176540000
chr2,176540000
chr2,181100000
chr2,181100000
chr2,192260000
chr2,192260000
chr2,193600000
chr2,194080000
chr2,194520000
chr2,194520000
chr2,194840000
chr2,193600000
chr2,194080000
chr2,194840000
chr2,195400000
chr2,195400000
chr2,198380000
chr2,198380000
chr2,199000000
chr2,199000000
chr2,202920000
chr2,202920000
chr2,203740000
chr2,203740000
chr2,205740000
chr2,205740000
chr2,206180000
chr2,206180000
chr2,207980000
chr2,207980000
chr2,212040000
chr2,212040000
chr2,212580000
chr2,212580000
chr2,212760000
chr2,213020000
chr2,213760000
chr2,213760000
chr2,220940000
chr2,220940000
chr2,227280000
chr2,227280000
chr2,230320000
chr2,230320000
chr2,230460000
chr2,230460000
chr2,230620000
chr2,230620000
chr2,236380000
chr2,236380000
chr3,8800000
chr3,8800000
chr3,18340000
chr3,18340000
chr3,18480000
chr3,19060000
chr3,19360000
chr3,19360000
chr3,27980000
chr3,27980000
chr3,28960000
chr3,28960000
chr3,30400000
chr3,30540000
chr3,33920000
chr3,35980000
chr3,41760000
chr3,41760000
chr3,47060000
chr3,47060000
chr3,50700000
chr3,50700000
chr3,55940000
chr3,55940000
chr3,56080000
chr3,56080000
chr3,64680000
chr3,65240000
chr3,65420000
chr3,64680000
chr3,70760000
chr3,70760000
chr3,71020000
chr3,71360000
chr3,71740000
chr3,71020000
chr3,71980000
chr3,72380000
chr3,72500000
chr3,72500000
chr3,72720000
chr3,72720000
chr3,73920000
chr3,73920000
chr3,74300000
chr3,74300000
chr3,74420000
chr3,74700000
chr3,75240000
chr3,75240000
chr3,75480000
chr3,75700000
chr3,75840000
chr3,75840000
chr3,76060000
chr3,76060000
chr3,76180000
chr3,73140000
chr3,73560000
chr3,74420000
chr3,74700000
chr3,76180000
chr3,77060000
chr3,77060000
chr3,78220000
chr3,78220000
chr3,81940000
chr3,81940000
chr3,82760000
chr3,82760000
chr3,98900000
chr3,98900000
chr3,107520000
chr3,107520000
chr3,107640000
chr3,107640000
chr3,107800000
chr3,107800000
chr3,107940000
chr3,107940000
chr3,112540000
chr3,112540000
chr3,114180000
chr3,114180000
chr3,115660000
chr3,115660000
chr3,115880000
chr3,115880000
chr3,121560000
chr3,121820000
chr3,149460000
chr3,149460000
chr3,177520000
chr3,177520000
chr3,177800000
chr3,177800000
chr3,189520000
chr3,189520000
chr3,194180000
chr3,194180000
chr3,194840000
chr3,194840000
chr4,2460000
chr4,2460000
chr4,11960000
chr4,12660000
chr4,12860000
chr4,13640000
chr4,14000000
chr4,11960000
chr4,12660000
chr4,12860000
chr4,14260000
chr4,14740000
chr4,16460000
chr4,17320000
chr4,39180000
chr4,39180000
chr4,56300000
chr4,56300000
chr4,56420000
chr4,56420000
chr4,56600000
chr4,56600000
chr4,73160000
chr4,73160000
chr4,73360000
chr4,73560000
chr4,73760000
chr4,73760000
chr4,75780000
chr4,75780000
chr4,82760000
chr4,82760000
chr4,83740000
chr4,83740000
chr4,86980000
