chrn,change_position
chr1,96360000
chr1,96360000
chr1,177160000
chr1,177160000
chr2,7800000
chr2,7800000
chr2,16080000
chr2,16080000
chr2,16680000
chr2,16680000
chr2,21600000
chr2,23400000
chr2,23600000
chr2,23600000
chr2,147800000
chr2,148080000
chr2,181400000
chr2,181400000
chr3,5280000
chr3,5280000
chr3,34760000
chr3,34760000
chr3,115880000
chr3,115880000
chr4,16480000
chr4,16480000
chr4,43760000
chr4,43760000
chr4,67080000
chr4,67080000
chr4,105400000
chr4,105400000
chr4,160880000
chr4,160880000
chr5,83560000
chr5,83560000
chr5,83800000
chr5,83800000
chr5,113400000
chr5,113800000
chr5,132800000
chr5,132800000
chr5,152520000
chr5,152840000
chr5,160440000
chr5,160960000
chr6,39880000
chr6,40280000
chr6,86920000
chr6,86920000
chr6,124320000
chr6,124320000
chr6,124720000
chr6,124720000
chr7,21800000
chr7,21800000
chr7,143560000
chr7,143880000
chr7,144160000
chr7,143560000
chr7,143880000
chr7,144160000
chr8,55680000
chr8,55680000
chr8,65880000
chr8,65880000
chr8,70000000
chr8,70000000
chr9,84480000
chr9,84480000
chr9,84720000
chr9,84720000
chr9,95080000
chr9,95080000
chr9,95400000
chr9,95400000
chr10,79560000
chr10,79560000
chr10,80400000
chr10,80960000
chr10,81280000
chr10,80400000
chr10,91920000
chr10,91920000
chr10,106400000
chr10,106400000
chr10,106840000
chr10,106840000
chr10,122160000
chr10,122160000
chr11,15640000
chr11,15640000
chr11,16240000
chr11,16240000
chr11,30120000
chr11,30120000
chr12,26840000
chr12,26840000
chr12,27040000
chr12,27040000
chr12,83800000
chr12,84200000
chr12,98120000
chr12,98400000
chr12,115840000
chr12,115840000
chr13,24840000
chr13,24840000
chr13,25120000
chr13,25320000
chr13,34680000
chr13,34680000
chr13,42720000
chr13,42720000
chr13,75280000
chr13,75280000
chr14,22560000
chr14,23720000
chr14,25880000
chr14,25880000
chr14,26600000
chr14,26600000
chr14,105120000
chr14,105120000
chr15,56160000
chr15,56160000
chr15,56520000
chr15,56520000
chr16,28080000
chr16,28080000
chr16,29000000
chr16,29000000
chr17,31320000
chr17,31640000
chr18,29120000
chr18,29120000
chr18,44760000
chr18,44760000
chr18,49880000
chr18,49880000
chr18,64160000
chr18,64560000
chr19,31520000
chr19,31520000
chr20,11960000
chr20,11960000
chr22,34000000
chr22,34000000
chr22,34800000
chr22,34800000
chrX,14560000
chrX,14560000
chrX,55480000
chrX,55760000
chr1,61440000
chr1,61440000
chr1,105320000
chr1,105320000
chr3,127880000
chr3,127880000
chr4,46840000
chr4,46840000
chr5,57200000
chr5,57200000
chr7,54200000
chr7,54200000
chr8,14120000
chr8,14120000
chr11,108840000
chr11,108840000
chr16,25840000
chr16,25840000
chr1,18560000
chr1,18920000
chr1,82000000
chr1,116680000
chr1,169320000
chr1,185280000
chr1,195760000
chr1,220440000
chr2,2520000
chr2,62680000
chr2,65800000
chr2,98400000
chr2,108480000
chr2,160000000
chr2,172280000
chr2,206560000
chr2,227080000
chr2,230120000
chr2,234880000
chr3,66220000
chr3,73520000
chr3,130400000
chr3,188400000
chr4,11440000
chr4,18040000
chr4,23680000
chr4,69560000
chr4,108440000
chr4,144080000
chr4,145480000
chr4,163080000
chr4,169400000
chr4,187880000
chr5,15800000
chr5,22400000
chr5,62080000
chr5,67120000
chr5,106080000
chr5,128680000
chr5,143800000
chr5,147240000
chr6,5840000
chr6,12880000
chr6,51400000
chr6,79120000
chr6,81920000
chr6,102560000
chr6,105560000
chr6,106520000
chr6,115040000
chr6,125440000
chr6,143360000
chr6,163280000
chr7,8440000
chr7,39000000
chr7,39920000
chr7,69640000
chr7,86120000
chr7,106440000
chr7,107080000
chr7,118560000
chr7,127200000
chr7,154200000
chr7,156760000
chr8,10200000
chr8,11600000
chr8,13520000
chr8,20040000
chr8,74560000
chr8,84280000
chr8,93840000
chr8,97800000
chr8,112920000
chr8,130760000
chr8,134200000
chr8,135040000
chr8,137080000
chr8,138520000
chr8,139120000
chr8,139960000
chr8,140400000
chr8,140720000
chr9,10320000
chr9,14080000
chr9,23520000
chr9,24680000
chr9,71880000
chr9,76960000
chr9,82160000
chr9,111160000
chr9,112320000
chr9,119800000
chr10,4280000
chr10,6480000
chr10,8920000
chr10,11080000
chr10,13120000
chr10,110760000
chr10,123360000
chr11,68360000
chr11,84280000
chr11,84440000
chr11,96720000
chr11,97040000
chr11,99640000
chr11,102960000
chr11,114600000
chr11,116120000
chr11,125000000
chr12,19320000
chr12,27880000
chr12,72720000
chr12,74320000
chr12,96240000
chr12,107320000
chr12,107520000
chr12,129240000
chr13,29960000
chr13,36840000
chr13,54280000
chr13,69520000
chr13,84360000
chr13,89000000
chr13,94600000
chr13,96640000
chr13,108520000
chr14,32400000
chr14,38080000
chr14,62600000
chr14,63520000
chr14,70760000
chr14,70800000
chr14,89880000
chr14,94120000
chr14,99760000
chr15,32920000
chr15,98320000
chr16,7040000
chr16,20400000
chr16,47480000
chr16,73960000
chr16,80120000
chr17,13920000
chr17,14840000
chr18,6880000
chr18,6920000
chr18,53560000
chr18,69040000
chr18,75440000
chr20,13280000
chr20,13800000
chr20,19160000
chr21,20680000
chr21,31240000
chrX,32480000
chrX,74240000
