chr1	2120000	2320000	control_tad_8	chr1	2130000	2350000	diff_tad_1
chr1	2320000	2520000	control_tad_9	chr1	2130000	2350000	diff_tad_1
chr1	2320000	2520000	control_tad_9	chr1	2350000	3360000	diff_tad_2
chr1	2520000	3360000	control_tad_10	chr1	2350000	3360000	diff_tad_2
chr1	3540000	3720000	control_tad_13	chr1	3540000	3650000	diff_tad_3
chr1	3540000	3720000	control_tad_13	chr1	3650000	6050000	diff_tad_4
chr1	3720000	3820000	control_tad_14	chr1	3650000	6050000	diff_tad_4
chr1	3820000	4710000	control_tad_15	chr1	3650000	6050000	diff_tad_4
chr1	4710000	4900000	control_tad_16	chr1	3650000	6050000	diff_tad_4
chr1	4900000	6050000	control_tad_17	chr1	3650000	6050000	diff_tad_4
chr1	7830000	8030000	control_tad_29	chr1	7830000	8030000	diff_tad_5
chr1	10090000	10430000	control_tad_45	chr1	10270000	10430000	diff_tad_6
chr1	12290000	12550000	control_tad_57	chr1	12290000	12540000	diff_tad_7
chr1	15050000	15250000	control_tad_65	chr1	15050000	15360000	diff_tad_8
chr1	15250000	15360000	control_tad_66	chr1	15050000	15360000	diff_tad_8
chr1	15650000	15760000	control_tad_68	chr1	15650000	15760000	diff_tad_9
chr1	15760000	15850000	control_tad_69	chr1	15760000	15850000	diff_tad_10
chr1	15850000	16110000	control_tad_70	chr1	15850000	16120000	diff_tad_11
chr1	16110000	16270000	control_tad_71	chr1	15850000	16120000	diff_tad_11
chr1	17820000	17980000	control_tad_85	chr1	17960000	18910000	diff_tad_12
chr1	17980000	18910000	control_tad_86	chr1	17960000	18910000	diff_tad_12
chr1	19010000	19200000	control_tad_88	chr1	19020000	19200000	diff_tad_13
chr1	19580000	19820000	control_tad_92	chr1	19580000	19640000	diff_tad_14
chr1	22110000	22300000	control_tad_109	chr1	22290000	22350000	diff_tad_15
chr1	22300000	22350000	control_tad_110	chr1	22290000	22350000	diff_tad_15
chr1	24720000	24970000	control_tad_126	chr1	24720000	24970000	diff_tad_16
chr1	24970000	25170000	control_tad_127	chr1	25010000	25170000	diff_tad_17
chr1	26800000	26930000	control_tad_136	chr1	26800000	26930000	diff_tad_18
chr1	27010000	27120000	control_tad_138	chr1	27020000	27120000	diff_tad_19
chr1	28410000	28840000	control_tad_149	chr1	28410000	28570000	diff_tad_20
chr1	28410000	28840000	control_tad_149	chr1	28570000	28830000	diff_tad_21
chr1	31540000	31650000	control_tad_162	chr1	31540000	31660000	diff_tad_22
chr1	31650000	31900000	control_tad_163	chr1	31540000	31660000	diff_tad_22
chr1	31900000	32020000	control_tad_164	chr1	31900000	32020000	diff_tad_23
chr1	32020000	32110000	control_tad_165	chr1	32020000	32110000	diff_tad_24
chr1	32110000	32260000	control_tad_166	chr1	32110000	32260000	diff_tad_25
chr1	33560000	33680000	control_tad_176	chr1	33560000	33680000	diff_tad_26
chr1	33840000	33940000	control_tad_179	chr1	33840000	33940000	diff_tad_27
chr1	38270000	38340000	control_tad_204	chr1	38330000	39300000	diff_tad_28
chr1	38340000	38490000	control_tad_205	chr1	38330000	39300000	diff_tad_28
chr1	38490000	39300000	control_tad_206	chr1	38330000	39300000	diff_tad_28
chr1	39300000	39560000	control_tad_207	chr1	39300000	39560000	diff_tad_29
chr1	39560000	39660000	control_tad_208	chr1	39560000	39660000	diff_tad_30
chr1	40610000	40910000	control_tad_216	chr1	40880000	41060000	diff_tad_31
chr1	40910000	41060000	control_tad_217	chr1	40880000	41060000	diff_tad_31
chr1	42270000	42500000	control_tad_225	chr1	42420000	42500000	diff_tad_32
chr1	42500000	42610000	control_tad_226	chr1	42500000	42610000	diff_tad_33
chr1	43230000	43380000	control_tad_231	chr1	43230000	43380000	diff_tad_34
chr1	44230000	44520000	control_tad_240	chr1	44400000	44520000	diff_tad_35
chr1	45480000	45770000	control_tad_248	chr1	45480000	45770000	diff_tad_36
chr1	49280000	49390000	control_tad_272	chr1	49290000	51070000	diff_tad_37
chr1	49390000	51070000	control_tad_273	chr1	49290000	51070000	diff_tad_37
chr1	51440000	51530000	control_tad_276	chr1	51450000	51650000	diff_tad_38
chr1	51530000	51650000	control_tad_277	chr1	51450000	51650000	diff_tad_38
chr1	51650000	51770000	control_tad_278	chr1	51650000	52230000	diff_tad_39
chr1	51770000	51990000	control_tad_279	chr1	51650000	52230000	diff_tad_39
chr1	51990000	52090000	control_tad_280	chr1	51650000	52230000	diff_tad_39
chr1	52090000	52240000	control_tad_281	chr1	51650000	52230000	diff_tad_39
chr1	52240000	52360000	control_tad_282	chr1	52350000	52820000	diff_tad_40
chr1	52360000	52470000	control_tad_283	chr1	52350000	52820000	diff_tad_40
chr1	52470000	52600000	control_tad_284	chr1	52350000	52820000	diff_tad_40
chr1	52600000	52830000	control_tad_285	chr1	52350000	52820000	diff_tad_40
chr1	53290000	53390000	control_tad_290	chr1	53310000	53660000	diff_tad_41
chr1	53390000	53730000	control_tad_291	chr1	53660000	54220000	diff_tad_42
chr1	53390000	53730000	control_tad_291	chr1	53310000	53660000	diff_tad_41
chr1	53730000	53860000	control_tad_292	chr1	53660000	54220000	diff_tad_42
chr1	53860000	53950000	control_tad_293	chr1	53660000	54220000	diff_tad_42
chr1	53950000	54310000	control_tad_294	chr1	53660000	54220000	diff_tad_42
chr1	57300000	58630000	control_tad_310	chr1	57300000	58960000	diff_tad_43
chr1	58630000	58960000	control_tad_311	chr1	57300000	58960000	diff_tad_43
chr1	58960000	59120000	control_tad_312	chr1	58960000	59120000	diff_tad_44
chr1	59760000	59840000	control_tad_317	chr1	59760000	60140000	diff_tad_45
chr1	59840000	59890000	control_tad_318	chr1	59760000	60140000	diff_tad_45
chr1	59890000	59970000	control_tad_319	chr1	59760000	60140000	diff_tad_45
chr1	59970000	60060000	control_tad_320	chr1	59760000	60140000	diff_tad_45
chr1	60060000	60160000	control_tad_321	chr1	59760000	60140000	diff_tad_45
chr1	60440000	61430000	control_tad_325	chr1	60730000	61310000	diff_tad_46
chr1	61430000	61510000	control_tad_326	chr1	61430000	61510000	diff_tad_47
chr1	61920000	62060000	control_tad_329	chr1	61920000	62540000	diff_tad_48
chr1	62060000	62540000	control_tad_330	chr1	61920000	62540000	diff_tad_48
chr1	62900000	63780000	control_tad_333	chr1	62900000	63780000	diff_tad_49
chr1	64240000	64390000	control_tad_338	chr1	64240000	64390000	diff_tad_50
chr1	67460000	67620000	control_tad_354	chr1	67530000	67620000	diff_tad_51
chr1	71550000	72520000	control_tad_373	chr1	71560000	74460000	diff_tad_52
chr1	72520000	72750000	control_tad_374	chr1	71560000	74460000	diff_tad_52
chr1	72750000	75230000	control_tad_375	chr1	71560000	74460000	diff_tad_52
chr1	72750000	75230000	control_tad_375	chr1	74460000	76100000	diff_tad_53
chr1	75230000	75680000	control_tad_376	chr1	74460000	76100000	diff_tad_53
chr1	75680000	76190000	control_tad_377	chr1	74460000	76100000	diff_tad_53
chr1	79160000	79300000	control_tad_391	chr1	79160000	79710000	diff_tad_54
chr1	79300000	80680000	control_tad_392	chr1	79710000	80670000	diff_tad_55
chr1	79300000	80680000	control_tad_392	chr1	79160000	79710000	diff_tad_54
chr1	82260000	83030000	control_tad_397	chr1	82270000	82470000	diff_tad_56
chr1	82260000	83030000	control_tad_397	chr1	82470000	84330000	diff_tad_57
chr1	83030000	84590000	control_tad_398	chr1	84330000	84590000	diff_tad_58
chr1	83030000	84590000	control_tad_398	chr1	82470000	84330000	diff_tad_57
chr1	84900000	85090000	control_tad_402	chr1	85080000	85240000	diff_tad_60
chr1	84900000	85090000	control_tad_402	chr1	84900000	85080000	diff_tad_59
chr1	85090000	85220000	control_tad_403	chr1	85080000	85240000	diff_tad_60
chr1	85220000	85410000	control_tad_404	chr1	85080000	85240000	diff_tad_60
chr1	85220000	85410000	control_tad_404	chr1	85240000	85410000	diff_tad_61
chr1	85410000	85570000	control_tad_405	chr1	85410000	85570000	diff_tad_62
chr1	85870000	86170000	control_tad_408	chr1	85930000	86180000	diff_tad_63
chr1	86170000	86810000	control_tad_409	chr1	86180000	86970000	diff_tad_64
chr1	86170000	86810000	control_tad_409	chr1	85930000	86180000	diff_tad_63
chr1	86810000	86970000	control_tad_410	chr1	86180000	86970000	diff_tad_64
chr1	86970000	87170000	control_tad_411	chr1	86970000	87170000	diff_tad_65
chr1	87170000	87300000	control_tad_412	chr1	87170000	87790000	diff_tad_66
chr1	87300000	87380000	control_tad_413	chr1	87170000	87790000	diff_tad_66
chr1	87380000	87430000	control_tad_414	chr1	87170000	87790000	diff_tad_66
chr1	87430000	87550000	control_tad_415	chr1	87170000	87790000	diff_tad_66
chr1	87550000	87790000	control_tad_416	chr1	87170000	87790000	diff_tad_66
chr1	91630000	92400000	control_tad_434	chr1	91630000	92270000	diff_tad_67
chr1	91630000	92400000	control_tad_434	chr1	92270000	92400000	diff_tad_68
chr1	92400000	92760000	control_tad_435	chr1	92400000	93300000	diff_tad_69
chr1	92760000	92970000	control_tad_436	chr1	92400000	93300000	diff_tad_69
chr1	92970000	93070000	control_tad_437	chr1	92400000	93300000	diff_tad_69
chr1	93070000	93300000	control_tad_438	chr1	92400000	93300000	diff_tad_69
chr1	93300000	93470000	control_tad_439	chr1	93300000	93540000	diff_tad_70
chr1	93470000	93540000	control_tad_440	chr1	93300000	93540000	diff_tad_70
chr1	94700000	94800000	control_tad_448	chr1	94700000	94800000	diff_tad_71
chr1	95390000	95510000	control_tad_454	chr1	95390000	95510000	diff_tad_72
