chr1	1230000	1450000	control_tad_3	chr1	1240000	1850000	diff_tad_1
chr1	1450000	1710000	control_tad_4	chr1	1240000	1850000	diff_tad_1
chr1	1710000	1850000	control_tad_5	chr1	1240000	1850000	diff_tad_1
chr1	2320000	2520000	control_tad_9	chr1	2480000	3540000	diff_tad_2
chr1	2520000	3360000	control_tad_10	chr1	2480000	3540000	diff_tad_2
chr1	3360000	3410000	control_tad_11	chr1	2480000	3540000	diff_tad_2
chr1	3410000	3540000	control_tad_12	chr1	2480000	3540000	diff_tad_2
chr1	3820000	4710000	control_tad_15	chr1	3820000	6050000	diff_tad_3
chr1	4710000	4900000	control_tad_16	chr1	3820000	6050000	diff_tad_3
chr1	4900000	6050000	control_tad_17	chr1	3820000	6050000	diff_tad_3
chr1	6310000	6410000	control_tad_20	chr1	6400000	6760000	diff_tad_4
chr1	6410000	6760000	control_tad_21	chr1	6400000	6760000	diff_tad_4
chr1	6760000	6850000	control_tad_22	chr1	6760000	6850000	diff_tad_5
chr1	6850000	6950000	control_tad_23	chr1	6850000	7280000	diff_tad_6
chr1	6950000	7280000	control_tad_24	chr1	6850000	7280000	diff_tad_6
chr1	7720000	7830000	control_tad_28	chr1	7720000	7830000	diff_tad_7
chr1	8090000	8420000	control_tad_31	chr1	8090000	8420000	diff_tad_8
chr1	9170000	9550000	control_tad_38	chr1	9170000	9550000	diff_tad_9
chr1	9550000	9650000	control_tad_39	chr1	9550000	9830000	diff_tad_10
chr1	9650000	9780000	control_tad_40	chr1	9550000	9830000	diff_tad_10
chr1	9780000	9830000	control_tad_41	chr1	9550000	9830000	diff_tad_10
chr1	10560000	10700000	control_tad_48	chr1	10560000	11300000	diff_tad_11
chr1	10700000	10750000	control_tad_49	chr1	10560000	11300000	diff_tad_11
chr1	10750000	10850000	control_tad_50	chr1	10560000	11300000	diff_tad_11
chr1	10850000	11330000	control_tad_51	chr1	10560000	11300000	diff_tad_11
chr1	10850000	11330000	control_tad_51	chr1	11300000	11710000	diff_tad_12
chr1	11330000	11710000	control_tad_52	chr1	11300000	11710000	diff_tad_12
chr1	12180000	12290000	control_tad_56	chr1	12180000	12600000	diff_tad_13
chr1	12290000	12550000	control_tad_57	chr1	12180000	12600000	diff_tad_13
chr1	12550000	12610000	control_tad_58	chr1	12180000	12600000	diff_tad_13
chr1	15850000	16110000	control_tad_70	chr1	15850000	16110000	diff_tad_14
chr1	16690000	16770000	control_tad_77	chr1	16690000	16880000	diff_tad_15
chr1	16770000	17220000	control_tad_78	chr1	16880000	17220000	diff_tad_16
chr1	16770000	17220000	control_tad_78	chr1	16690000	16880000	diff_tad_15
chr1	17570000	17670000	control_tad_82	chr1	17570000	17820000	diff_tad_17
chr1	17670000	17740000	control_tad_83	chr1	17570000	17820000	diff_tad_17
chr1	17740000	17820000	control_tad_84	chr1	17570000	17820000	diff_tad_17
chr1	18910000	19010000	control_tad_87	chr1	18920000	19580000	diff_tad_18
chr1	19010000	19200000	control_tad_88	chr1	18920000	19580000	diff_tad_18
chr1	19200000	19290000	control_tad_89	chr1	18920000	19580000	diff_tad_18
chr1	19290000	19410000	control_tad_90	chr1	18920000	19580000	diff_tad_18
chr1	19410000	19580000	control_tad_91	chr1	18920000	19580000	diff_tad_18
chr1	19580000	19820000	control_tad_92	chr1	19580000	19810000	diff_tad_19
chr1	20970000	21120000	control_tad_103	chr1	20970000	21540000	diff_tad_20
chr1	21120000	21520000	control_tad_104	chr1	20970000	21540000	diff_tad_20
chr1	21520000	21700000	control_tad_105	chr1	20970000	21540000	diff_tad_20
chr1	21990000	22110000	control_tad_108	chr1	21990000	22110000	diff_tad_21
chr1	22350000	22460000	control_tad_111	chr1	22350000	22740000	diff_tad_22
chr1	22460000	22740000	control_tad_112	chr1	22350000	22740000	diff_tad_22
chr1	24010000	24130000	control_tad_121	chr1	24010000	24290000	diff_tad_23
chr1	24130000	24290000	control_tad_122	chr1	24010000	24290000	diff_tad_23
chr1	24290000	24530000	control_tad_123	chr1	24290000	24530000	diff_tad_24
chr1	24530000	24650000	control_tad_124	chr1	24530000	24720000	diff_tad_25
chr1	24650000	24720000	control_tad_125	chr1	24530000	24720000	diff_tad_25
chr1	24720000	24970000	control_tad_126	chr1	24720000	24970000	diff_tad_26
chr1	25430000	26140000	control_tad_130	chr1	25440000	26140000	diff_tad_27
chr1	26490000	26600000	control_tad_134	chr1	26490000	26800000	diff_tad_28
chr1	26600000	26800000	control_tad_135	chr1	26490000	26800000	diff_tad_28
chr1	27120000	27430000	control_tad_139	chr1	27370000	27430000	diff_tad_29
chr1	27730000	27930000	control_tad_143	chr1	27730000	27930000	diff_tad_30
chr1	28410000	28840000	control_tad_149	chr1	28420000	28690000	diff_tad_31
chr1	28970000	29110000	control_tad_151	chr1	28970000	29100000	diff_tad_32
chr1	31190000	31270000	control_tad_159	chr1	31190000	31270000	diff_tad_33
chr1	31900000	32020000	control_tad_164	chr1	31900000	32020000	diff_tad_34
chr1	32530000	32860000	control_tad_169	chr1	32530000	32680000	diff_tad_35
chr1	32860000	32990000	control_tad_170	chr1	32980000	33340000	diff_tad_36
chr1	32990000	33110000	control_tad_171	chr1	32980000	33340000	diff_tad_36
chr1	33110000	33170000	control_tad_172	chr1	32980000	33340000	diff_tad_36
chr1	33170000	33340000	control_tad_173	chr1	32980000	33340000	diff_tad_36
chr1	35320000	35450000	control_tad_187	chr1	35330000	36030000	diff_tad_37
chr1	35450000	35660000	control_tad_188	chr1	35330000	36030000	diff_tad_37
chr1	35660000	35760000	control_tad_189	chr1	35330000	36030000	diff_tad_37
chr1	35760000	35920000	control_tad_190	chr1	35330000	36030000	diff_tad_37
chr1	35920000	36030000	control_tad_191	chr1	35330000	36030000	diff_tad_37
chr1	36760000	36930000	control_tad_198	chr1	36760000	38060000	diff_tad_38
chr1	36930000	36980000	control_tad_199	chr1	36760000	38060000	diff_tad_38
chr1	36980000	37910000	control_tad_200	chr1	36760000	38060000	diff_tad_38
chr1	37910000	38060000	control_tad_201	chr1	36760000	38060000	diff_tad_38
chr1	38490000	39300000	control_tad_206	chr1	38500000	39560000	diff_tad_39
chr1	39300000	39560000	control_tad_207	chr1	38500000	39560000	diff_tad_39
chr1	40610000	40910000	control_tad_216	chr1	40730000	41240000	diff_tad_40
chr1	40910000	41060000	control_tad_217	chr1	40730000	41240000	diff_tad_40
chr1	41060000	41150000	control_tad_218	chr1	40730000	41240000	diff_tad_40
chr1	41150000	41310000	control_tad_219	chr1	40730000	41240000	diff_tad_40
chr1	41420000	41730000	control_tad_221	chr1	41420000	41900000	diff_tad_41
chr1	41730000	41890000	control_tad_222	chr1	41420000	41900000	diff_tad_41
chr1	41890000	41980000	control_tad_223	chr1	41420000	41900000	diff_tad_41
chr1	44680000	44780000	control_tad_242	chr1	44680000	45120000	diff_tad_42
chr1	44780000	44840000	control_tad_243	chr1	44680000	45120000	diff_tad_42
chr1	44840000	45060000	control_tad_244	chr1	44680000	45120000	diff_tad_42
chr1	45060000	45190000	control_tad_245	chr1	44680000	45120000	diff_tad_42
chr1	45480000	45770000	control_tad_248	chr1	45480000	45770000	diff_tad_43
chr1	47190000	47460000	control_tad_261	chr1	47200000	47640000	diff_tad_44
chr1	47460000	47560000	control_tad_262	chr1	47200000	47640000	diff_tad_44
chr1	47560000	47640000	control_tad_263	chr1	47200000	47640000	diff_tad_44
chr1	47910000	47990000	control_tad_266	chr1	47910000	48580000	diff_tad_45
chr1	47990000	48190000	control_tad_267	chr1	47910000	48580000	diff_tad_45
chr1	48190000	48460000	control_tad_268	chr1	47910000	48580000	diff_tad_45
chr1	48460000	48570000	control_tad_269	chr1	47910000	48580000	diff_tad_45
chr1	48570000	48710000	control_tad_270	chr1	47910000	48580000	diff_tad_45
chr1	51650000	51770000	control_tad_278	chr1	51650000	51990000	diff_tad_46
chr1	51770000	51990000	control_tad_279	chr1	51650000	51990000	diff_tad_46
chr1	51990000	52090000	control_tad_280	chr1	51990000	52360000	diff_tad_47
chr1	52090000	52240000	control_tad_281	chr1	51990000	52360000	diff_tad_47
chr1	52240000	52360000	control_tad_282	chr1	51990000	52360000	diff_tad_47
chr1	52360000	52470000	control_tad_283	chr1	52360000	53160000	diff_tad_48
chr1	52470000	52600000	control_tad_284	chr1	52360000	53160000	diff_tad_48
chr1	52600000	52830000	control_tad_285	chr1	52360000	53160000	diff_tad_48
chr1	52830000	52870000	control_tad_286	chr1	52360000	53160000	diff_tad_48
chr1	52870000	53020000	control_tad_287	chr1	52360000	53160000	diff_tad_48
chr1	53020000	53160000	control_tad_288	chr1	52360000	53160000	diff_tad_48
chr1	53290000	53390000	control_tad_290	chr1	53370000	53950000	diff_tad_49
chr1	53390000	53730000	control_tad_291	chr1	53370000	53950000	diff_tad_49
