chrn,change_position
chr1,1450000
chr1,1450000
chr1,1710000
chr1,1710000
chr1,4710000
chr1,4900000
chr1,6950000
chr1,6950000
chr1,10700000
chr1,10700000
chr1,10750000
chr1,10850000
chr1,12290000
chr1,12290000
chr1,12550000
chr1,12550000
chr1,17670000
chr1,17740000
chr1,19010000
chr1,19010000
chr1,19200000
chr1,19200000
chr1,19290000
chr1,19290000
chr1,19410000
chr1,19410000
chr1,22460000
chr1,22460000
chr1,26600000
chr1,26600000
chr1,33110000
chr1,33110000
chr1,33170000
chr1,33170000
chr1,36930000
chr1,36930000
chr1,36980000
chr1,37910000
chr1,41730000
chr1,41730000
chr1,47460000
chr1,47560000
chr1,51770000
chr1,51770000
chr1,52090000
chr1,52090000
chr1,52240000
chr1,52240000
chr1,55280000
chr1,55280000
chr1,58630000
chr1,58630000
chr1,59400000
chr1,59400000
chr1,59610000
chr1,59610000
chr1,60440000
chr1,61430000
chr1,62060000
chr1,62060000
chr1,64930000
chr1,65150000
chr1,76790000
chr1,77280000
chr1,86810000
chr1,86810000
chr1,86970000
chr1,87170000
chr1,89820000
chr1,89820000
chr1,89930000
chr1,89930000
chr1,90100000
chr1,90230000
chr1,90460000
chr1,90460000
chr1,90580000
chr1,90580000
chr1,91170000
chr1,91430000
chr1,91490000
chr1,89070000
chr1,89450000
chr1,90100000
chr1,90230000
chr1,91170000
chr1,92970000
chr1,92970000
chr1,93070000
chr1,93070000
chr1,96270000
chr1,96270000
chr1,101070000
chr1,101070000
chr1,110520000
chr1,110520000
chr1,111510000
chr1,111510000
chr1,111770000
chr1,111770000
chr1,111880000
chr1,111880000
chr1,111990000
chr1,112320000
chr1,112720000
chr1,112720000
chr1,112930000
chr1,112930000
chr1,113010000
chr1,113010000
chr1,115880000
chr1,115880000
chr1,153770000
chr1,153770000
chr1,157140000
chr1,158090000
chr1,158170000
chr1,157330000
chr1,157480000
chr1,157480000
chr1,157930000
chr1,157930000
chr1,158170000
chr1,158170000
chr1,160260000
chr1,160260000
chr1,160310000
chr1,160640000
chr1,160800000
chr1,160800000
chr1,160960000
chr1,160960000
chr1,161140000
chr1,161140000
chr1,161270000
chr1,161270000
chr1,166120000
chr1,166120000
chr1,167360000
chr1,167360000
chr1,167420000
chr1,167510000
chr1,169430000
chr1,169430000
chr1,171770000
chr1,171770000
chr1,178980000
chr1,178980000
chr1,193740000
chr1,195680000
chr1,196030000
chr1,193740000
chr1,195680000
chr1,196030000
